Order ID,Product Name,Category,Price,Quantity,Customer Name,Date
ORD1346,Messi!!,Electronics,,-1,,
ORD1347,MESSI,Sports,unknown,,J0hn,2024-01-01
,,sports,,,,
,,Elec ,173.06,-1,JOHN,2024-01-01
,messi,sports,unknown,7,,01/02/2024
ORD1351,,sports,,-1,JOHN,01/02/2024
,,sports,130.93,3,John,
ORD1353,Messi,,unknown,1,J0hn,
,,,,,john ,
1355,messi,,unknown,,John,01/02/2024
1356,,Sports,unknown,5,,2024-01-01
,,,unknown,,J0hn,01/02/2024
, Messi ,,276.37,,,01/02/2024
,Messi,Sports,unknown,,J0hn,
ORD1360,MESSI,Electronics,,2,,
,MESSI,Elec ,,,john ,01/02/2024
,Messi,,,3,John,2024-01-01
ORD1363, Messi ,Elec ,,,John,2024/13/01
,MESSI,Elec ,,3,,
1365,messi,,unknown,,John,2024-01-01
,Messi!!,Elec ,unknown,,J0hn,
1367,,Sports,125.5,-1,john ,2024/13/01
1368,Messi,,401.19,,,01/02/2024
,Messi!!,,unknown,,john ,2024/13/01
1370,Messi!!,Electronics,,-1,john ,
, Messi ,Elec ,unknown,2,john ,2024-01-01
ORD1372, Messi ,,unknown,-1,john ,2024/13/01
,messi,Elec ,,,,
,MESSI,Electronics,,-1,J0hn,2024-01-01
, Messi ,Electronics,167.73,,john ,
ORD1376,Messi,sports,159.41,,J0hn,2024-01-01
1377,,,46.84,,J0hn,01/02/2024
1378,Messi!!,Electronics,,8,,2024/13/01
ORD1379,messi,Sports,unknown,6,J0hn,
1380, Messi ,Electronics,,,J0hn,
,,sports,110.1,-1,JOHN,2024-01-01
1382,Messi,sports,207.31,,john ,01/02/2024
,messi,Sports,79.49,-1,john ,
,,sports,,4,John,2024-01-01
,,,,-1,J0hn,2024-01-01
,messi,,,,john ,2024-01-01
,messi,,,-1,John,
1388,Messi,,,,John,
,,,,,JOHN,01/02/2024
,messi,Elec ,279.19,7,,
ORD1391,Messi,Sports,94.49,,John,
,,Sports,,-1,,2024-01-01
1393,,,471.93,,JOHN,
,messi,Electronics,,,,
,Messi,Electronics,,,J0hn,01/02/2024
,,sports,120.97,-1,,01/02/2024
1397,Messi!!,Elec ,,,JOHN,2024/13/01
ORD1398, Messi ,sports,unknown,,,01/02/2024
1399,,Elec ,,-1,,2024-01-01
,,sports,unknown,,J0hn,
,messi,,unknown,8,JOHN,01/02/2024
1402,,Sports,,-1,JOHN,01/02/2024
,Messi,Sports,110.49,,J0hn,2024-01-01
ORD1404,messi,sports,,8,J0hn,
,MESSI,Elec ,,,J0hn,2024/13/01
ORD1406,Messi!!,Electronics,unknown,,john ,
1407,,,,,,
,Messi,Elec ,,,J0hn,2024/13/01
ORD1409,MESSI,,unknown,2,john ,
,,Electronics,67.58,-1,,
1411,,Sports,150.07,,JOHN,2024-01-01
,,,unknown,,,
1413,messi,,,7,John,2024/13/01
ORD1414,,,9.45,-1,JOHN,2024/13/01
,Messi!!,sports,84.81,,John,2024-01-01
ORD1416,Messi!!,Elec ,unknown,-1,J0hn,2024-01-01
,Messi,Elec ,359.67,3,J0hn,2024-01-01
,,Sports,243.66,5,J0hn,2024-01-01
, Messi ,Electronics,,,JOHN,
,messi,sports,,-1,,
,Messi,Elec ,383.51,,,01/02/2024
,Messi,sports,155.64,7,,2024-01-01
,Messi!!,Sports,,,J0hn,
1424,messi,,97.55,6,J0hn,
1425,Messi,Elec ,,6,J0hn,01/02/2024
,messi,Electronics,,,J0hn,
1427,Messi,Sports,unknown,,,2024/13/01
,MESSI,,,,JOHN,
1429,Messi,Sports,,-1,John,01/02/2024
,MESSI,,,,J0hn,
1431,messi,,unknown,-1,J0hn,01/02/2024
, Messi ,Elec ,,,JOHN,
ORD1433,MESSI,,397.3,-1,,2024/13/01
ORD1434, Messi ,sports,,2,JOHN,01/02/2024
1435,messi,,268.94,,John,2024/13/01
,messi,Elec ,29.94,1,,01/02/2024
,Messi!!,Elec ,,,JOHN,2024/13/01
1438,,Electronics,260.65,-1,John,01/02/2024
,,,31.43,5,JOHN,2024/13/01
,Messi,sports,,,,
ORD1441, Messi ,sports,unknown,8,,2024-01-01
1442,messi,,,-1,JOHN,
,,,,,,
ORD1444,,,472.4,-1,,2024-01-01
,,,256.0,3,,2024-01-01
,,Sports,,,J0hn,2024/13/01
ORD1447,Messi!!,,,8,,
,MESSI,Sports,,,J0hn,
,,sports,unknown,,john ,2024/13/01
,Messi!!,Elec ,,5,John,2024-01-01
1451, Messi ,,,,john ,
ORD1452,,Electronics,170.33,-1,john ,
ORD1453,Messi!!,sports,109.4,-1,,
,,,unknown,6,J0hn,01/02/2024
1455,Messi!!,Sports,unknown,-1,,2024-01-01
ORD1456, Messi ,Electronics,,-1,,
,Messi!!,Sports,245.47,,JOHN,2024-01-01
,messi,Sports,unknown,1,,2024/13/01
,messi,Sports,,,JOHN,
,,,,-1,john ,01/02/2024
, Messi ,Sports,unknown,-1,,
ORD1462,,sports,,,JOHN,01/02/2024
ORD1463,,sports,unknown,,J0hn,2024/13/01
ORD1464, Messi ,Sports,unknown,,,
,,,,,JOHN,01/02/2024
1466,messi,Elec ,,,,2024/13/01
,Messi,Electronics,unknown,,JOHN,01/02/2024
ORD1468,,,,,,2024/13/01
,messi,,72.05,,,01/02/2024
,Messi!!,Sports,,-1,JOHN,
, Messi ,sports,192.17,7,,
1472,Messi!!,Electronics,,9,J0hn,01/02/2024
,Messi,sports,,,John,01/02/2024
,MESSI,Elec ,unknown,,john ,
,messi,Elec ,,-1,,2024-01-01
ORD1476,,Sports,,,john ,2024-01-01
1477,messi,Sports,,,,
,MESSI,Elec ,unknown,,J0hn,2024/13/01
ORD1479,MESSI,Electronics,325.25,-1,JOHN,01/02/2024
1480,messi,Electronics,,4,JOHN,2024/13/01
1481,,Elec ,unknown,,,
,MESSI,Elec ,,,JOHN,01/02/2024
1483,,,,1,john ,2024-01-01
ORD1484,MESSI,,unknown,-1,,2024-01-01
,,Elec ,,,,2024-01-01
,Messi,,,,john ,01/02/2024
, Messi ,Elec ,,-1,J0hn,
1488,,,266.31,,John,
,,,unknown,,,
1490,,,unknown,5,john ,01/02/2024
,messi,Elec ,41.37,,,2024-01-01
1492,,Elec ,,,JOHN,
,messi,Elec ,115.97,-1,,
ORD1494,,sports,,7,John,
ORD1495,,,unknown,-1,J0hn,
,messi,Elec ,302.89,,,2024/13/01
,MESSI,,,-1,,2024/13/01
1498,messi,Electronics,,,john ,
ORD1499,Messi,sports,,,john ,
1500,,Sports,unknown,-1,JOHN,2024-01-01
1501,Messi!!,,unknown,,John,2024/13/01
ORD1502, Messi ,sports,433.8,1,,
1503,Messi,Sports,unknown,,john ,2024/13/01
1504,messi,Elec ,,2,JOHN,2024/13/01
,,,unknown,,,
,Messi,Electronics,,6,JOHN,01/02/2024
1507,messi,Elec ,,1,John,2024-01-01
ORD1508,,Electronics,unknown,-1,John,2024-01-01
,,,,2,John,2024-01-01
1510,,,,,,2024/13/01
ORD1511,,,382.09,-1,JOHN,2024-01-01
, Messi ,Electronics,,1,john ,2024/13/01
, Messi ,Sports,,-1,JOHN,
,,Electronics,229.37,-1,John,2024-01-01
,Messi!!,sports,355.53,7,,2024-01-01
ORD1516, Messi ,,unknown,,john ,2024-01-01
ORD1517,Messi,Elec ,13.45,,John,01/02/2024
ORD1518,messi,sports,335.46,1,john ,
ORD1519, Messi ,,unknown,-1,J0hn,
1520,Messi!!,sports,,,JOHN,
,Messi!!,Sports,,,JOHN,2024-01-01
,Messi!!,,,2,john ,2024/13/01
1523,,Elec ,unknown,-1,,2024/13/01
ORD1524,MESSI,,312.23,-1,J0hn,2024-01-01
ORD1525,,sports,,,JOHN,
ORD1526,,,74.86,-1,john ,
1527,,,unknown,,,
ORD1528,,,,1,,
,,Sports,unknown,,John,
1530,MESSI,,unknown,,John,2024-01-01
ORD1531,messi,Sports,unknown,-1,john ,2024/13/01
1532,messi,Elec ,unknown,4,J0hn,2024-01-01
1533,,sports,unknown,2,JOHN,01/02/2024
, Messi ,sports,275.75,-1,,
,messi,sports,unknown,,John,2024-01-01
,MESSI,,,,,2024-01-01
,,sports,374.53,,,2024-01-01
,messi,sports,,1,,2024/13/01
ORD1539,MESSI,,,,,2024/13/01
,,,289.01,7,JOHN,2024/13/01
,messi,Sports,74.48,,J0hn,2024-01-01
1542,MESSI,,,,JOHN,
,Messi,Sports,,-1,,
,,Electronics,,-1,JOHN,2024/13/01
1545,,Elec ,unknown,10,J0hn,2024-01-01
ORD1546,,sports,unknown,,,2024-01-01
,,,,,John,01/02/2024
ORD1548,,Elec ,262.76,10,,
, Messi ,Elec ,unknown,,J0hn,2024-01-01
,MESSI,sports,,,JOHN,2024-01-01
,,,,,J0hn,2024-01-01
1552,MESSI,Elec ,,7,J0hn,
,,,365.82,,,2024-01-01
ORD1554,MESSI,,255.24,,J0hn,
,,,307.19,,John,2024-01-01
ORD1556,messi,Elec ,,,,
,,Electronics,,,JOHN,2024-01-01
1558, Messi ,Sports,451.84,,J0hn,
,Messi,Sports,475.31,-1,john ,2024/13/01
1560,Messi!!,sports,,4,,2024/13/01
,MESSI,,,4,John,
ORD1562,MESSI,Sports,,,,2024/13/01
,,,,,John,2024/13/01
ORD1564,,sports,59.98,2,John,
,,sports,,2,JOHN,01/02/2024
ORD1566,messi,Elec ,115.02,,john ,
,messi,sports,,7,JOHN,2024-01-01
,messi,sports,87.85,,JOHN,
1569,MESSI,,,,,01/02/2024
ORD1570,Messi!!,sports,,,,
ORD1571,,Elec ,,10,john ,01/02/2024
,Messi!!,sports,203.95,,John,
1573,MESSI,Electronics,,,,2024/13/01
,Messi,Electronics,,3,,01/02/2024
ORD1575,messi,,,,john ,2024/13/01
, Messi ,Electronics,unknown,1,John,2024/13/01
,Messi!!,Electronics,unknown,,J0hn,01/02/2024
,messi,Elec ,unknown,,john ,
,,Sports,unknown,,John,
,MESSI,Electronics,,-1,John,
,MESSI,Elec ,23.12,-1,J0hn,2024-01-01
,Messi!!,,unknown,,J0hn,
1583,Messi,sports,,5,JOHN,2024-01-01
,MESSI,,,-1,J0hn,01/02/2024
,MESSI,Sports,,,John,
,messi,,,-1,,2024-01-01
1587, Messi ,Elec ,unknown,-1,JOHN,2024-01-01
1588,Messi,,,-1,,
, Messi ,Electronics,unknown,-1,John,01/02/2024
,Messi,Elec ,36.9,,J0hn,01/02/2024
ORD1591,messi,Sports,,8,John,2024-01-01
ORD1592,messi,Electronics,,,john ,2024-01-01
,,,unknown,-1,JOHN,01/02/2024
,Messi,Elec ,,,john ,2024/13/01
,Messi,,unknown,-1,John,
1596,,,248.42,-1,,2024/13/01
ORD1597,Messi!!,sports,,,,2024-01-01
,Messi,Elec ,unknown,,john ,
1599,MESSI,Elec ,85.35,,JOHN,2024-01-01
,,,,,JOHN,2024-01-01
,messi,,,10,,01/02/2024
,Messi!!,Elec ,442.08,,,
1603,Messi,,,,JOHN,2024/13/01
1604,Messi!!,Sports,,8,John,2024-01-01
1605,Messi!!,Sports,unknown,,John,01/02/2024
,Messi,Sports,,6,,
,Messi,Electronics,257.41,,,
1608,MESSI,Elec ,27.15,1,,2024/13/01
ORD1609,,,,10,,2024-01-01
, Messi ,Elec ,,-1,,01/02/2024
, Messi ,sports,244.66,,john ,2024/13/01
, Messi ,Elec ,,10,JOHN,
,,Sports,442.66,-1,john ,
1614,messi,Sports,unknown,,J0hn,01/02/2024
,messi,Sports,unknown,,,2024/13/01
,,Electronics,,-1,,
1617,messi,Elec ,,-1,john ,2024/13/01
ORD1618,Messi,Sports,,-1,J0hn,2024-01-01
,Messi,,446.09,,J0hn,2024-01-01
,Messi!!,,339.24,,John,
,messi,Electronics,unknown,-1,,
1622, Messi ,,,,J0hn,2024-01-01
, Messi ,,472.54,,J0hn,
1624,messi,,,-1,john ,
1625,MESSI,Sports,69.91,,john ,
,,,unknown,,John,01/02/2024
,Messi!!,sports,unknown,,,2024-01-01
1628,MESSI,sports,,,John,2024/13/01
1629,,Electronics,,-1,john ,01/02/2024
,Messi,Elec ,,-1,JOHN,2024-01-01
,messi,Sports,,,,2024/13/01
1632,Messi,Electronics,,-1,John,
1633,Messi,Elec ,unknown,-1,J0hn,2024-01-01
,messi,Elec ,,,john ,2024/13/01
,,Sports,unknown,,,
ORD1636,MESSI,,302.88,,john ,2024-01-01
,,sports,,,john ,
1638,Messi,,unknown,,,
1639, Messi ,,,4,John,
,,sports,,10,JOHN,
,Messi,,,,john ,
ORD1642,Messi,,,4,John,2024-01-01
,,Sports,,-1,John,2024-01-01
1644,MESSI,Electronics,268.37,,,01/02/2024
1645,,Elec ,,,JOHN,01/02/2024
ORD1646, Messi ,Elec ,unknown,,JOHN,2024-01-01
,messi,Sports,unknown,,,01/02/2024
ORD1648,MESSI,,,,,01/02/2024
,,sports,,-1,,01/02/2024
1650,,,,-1,john ,01/02/2024
ORD1651,,,88.02,6,J0hn,01/02/2024
, Messi ,,166.85,,,01/02/2024
,Messi!!,sports,,7,,01/02/2024
1654,Messi!!,Sports,180.23,-1,John,
ORD1655,Messi,Elec ,,,,2024/13/01
,MESSI,Sports,unknown,,,2024/13/01
,Messi,sports,,-1,J0hn,2024-01-01
ORD1658,Messi,Elec ,unknown,,,2024-01-01
1659,messi,Electronics,,-1,John,2024/13/01
1660, Messi ,Elec ,,8,J0hn,2024/13/01
,messi,Electronics,,,john ,
,Messi!!,Electronics,,,John,2024/13/01
1663,,sports,unknown,,john ,
1664,Messi,Electronics,55.65,,,01/02/2024
1665,MESSI,,unknown,8,john ,2024/13/01
1666,messi,,447.93,8,,2024/13/01
1667, Messi ,Elec ,,5,john ,2024-01-01
,Messi,Electronics,206.72,-1,John,
,Messi,sports,,4,John,01/02/2024
1670,Messi!!,sports,,-1,,01/02/2024
ORD1671,Messi,Sports,,-1,john ,2024/13/01
ORD1672,messi,,,7,JOHN,2024/13/01
,,Electronics,108.33,5,john ,
1674,Messi,sports,,-1,J0hn,01/02/2024
1675,messi,,,4,,01/02/2024
1676,,,,-1,John,2024/13/01
,messi,,,2,John,2024/13/01
,messi,Elec ,,1,JOHN,2024/13/01
,,sports,,,,2024/13/01
, Messi ,,90.05,-1,,01/02/2024
1681, Messi ,Elec ,unknown,6,,
ORD1682,Messi,,50.77,,,2024-01-01
1683,Messi!!,Sports,47.29,-1,,
,MESSI,sports,244.09,3,JOHN,2024/13/01
1685,messi,Sports,,,john ,2024-01-01
1686,Messi!!,sports,unknown,-1,,01/02/2024
,,,78.62,,,
,MESSI,,,-1,john ,01/02/2024
ORD1689,,Electronics,,-1,,2024/13/01
, Messi ,Electronics,150.4,-1,john ,2024/13/01
1691,messi,sports,,,,2024/13/01
ORD1692,,Elec ,unknown,-1,,2024/13/01
ORD1693, Messi ,,,,john ,2024/13/01
,,sports,,,J0hn,01/02/2024
ORD1695,MESSI,,unknown,-1,john ,
ORD1696,,Elec ,,,JOHN,
1697,,Elec ,310.02,6,J0hn,2024/13/01
1698,,Elec ,unknown,-1,JOHN,2024/13/01
ORD1699,Messi,,118.39,,,
,,,,8,,
, Messi ,Elec ,,,,2024/13/01
,,Electronics,,,John,2024/13/01
ORD1703,messi,Electronics,,,John,2024-01-01
1704,MESSI,Elec ,,3,,01/02/2024
1705,,sports,,-1,John,
, Messi ,Elec ,,,,2024/13/01
ORD1707,Messi,sports,,,,
,messi,Electronics,232.65,,John,01/02/2024
, Messi ,,480.94,,JOHN,2024-01-01
ORD1710,MESSI,Elec ,unknown,,john ,
1711,messi,sports,,,JOHN,01/02/2024
ORD1712,MESSI,,,,John,
ORD1713,,,441.33,,J0hn,2024-01-01
,,sports,,,john ,2024-01-01
ORD1715,,Elec ,unknown,,JOHN,
ORD1716,MESSI,sports,37.87,2,J0hn,01/02/2024
ORD1717,messi,Elec ,,2,john ,
1718,messi,Sports,unknown,,John,2024/13/01
ORD1719, Messi ,Sports,,-1,,01/02/2024
ORD1720,,,,,JOHN,2024-01-01
,MESSI,Sports,203.09,-1,JOHN,2024-01-01
,,,,-1,,
1723,Messi!!,,,9,JOHN,01/02/2024
ORD1724,MESSI,Elec ,unknown,-1,,
1725,Messi,Sports,unknown,,John,2024-01-01
,Messi,,,,,01/02/2024
,messi,Electronics,unknown,,John,
1728, Messi ,Elec ,,,,
,MESSI,sports,,1,john ,
ORD1730, Messi ,Elec ,261.41,-1,,2024/13/01
ORD1731,messi,,,,john ,01/02/2024
,messi,,,,john ,2024/13/01
1733,,,347.76,4,JOHN,
,Messi!!,,,,John,2024/13/01
, Messi ,Sports,,,john ,2024/13/01
,messi,Sports,unknown,10,JOHN,2024-01-01
ORD1737, Messi ,,,,JOHN,2024-01-01
1738,Messi!!,sports,100.73,4,,
,MESSI,Electronics,,7,,01/02/2024
,,,148.44,,John,
ORD1741,MESSI,Electronics,unknown,6,JOHN,01/02/2024
,,,467.21,,John,2024/13/01
,Messi,,,,,2024-01-01
, Messi ,sports,,,,2024/13/01
,,Sports,unknown,,J0hn,2024/13/01
,Messi,,unknown,-1,,
1747,messi,,,,J0hn,
1748,Messi,Elec ,,,,01/02/2024
,,Sports,unknown,-1,,2024/13/01
,MESSI,,,-1,JOHN,01/02/2024
ORD1751,MESSI,Elec ,,-1,,
,Messi,Elec ,,8,J0hn,2024-01-01
,,Sports,unknown,3,,2024/13/01
ORD1754, Messi ,sports,unknown,,john ,2024/13/01
ORD1755, Messi ,Elec ,,,,
ORD1756, Messi ,,unknown,,J0hn,01/02/2024
,,,,9,john ,2024/13/01
,Messi!!,Elec ,,,,
,messi,,59.9,,,2024/13/01
,,Sports,,,JOHN,
,MESSI,Sports,314.63,7,J0hn,01/02/2024
ORD1762, Messi ,Sports,unknown,10,,2024-01-01
ORD1763,Messi,,380.26,-1,JOHN,
1764,MESSI,,unknown,,JOHN,2024/13/01
1765,Messi!!,Elec ,,-1,john ,2024-01-01
1766,Messi!!,sports,unknown,,JOHN,2024-01-01
ORD1767,Messi,Elec ,unknown,,,2024-01-01
ORD1768,,Elec ,,-1,,
ORD1769,Messi,Electronics,unknown,4,John,2024-01-01
,messi,sports,,,john ,2024-01-01
1771,,Elec ,unknown,,John,2024/13/01
ORD1772,,sports,157.88,2,John,2024/13/01
1773,,Elec ,unknown,-1,john ,2024/13/01
,MESSI,Electronics,,,JOHN,2024/13/01
ORD1775,Messi,sports,375.35,1,J0hn,01/02/2024
,Messi,sports,unknown,-1,J0hn,
1777,,Sports,,,john ,
1778,Messi,Elec ,unknown,,J0hn,01/02/2024
1779,Messi,Electronics,,-1,JOHN,
,,Electronics,419.69,1,john ,2024-01-01
,Messi,,151.6,,john ,01/02/2024
,Messi!!,,,-1,J0hn,01/02/2024
,,Elec ,,,john ,2024/13/01
1784,Messi!!,sports,264.73,,John,
,MESSI,Elec ,,8,,
,,Sports,unknown,,,
ORD1787,,Electronics,452.0,,,2024/13/01
,,Electronics,297.12,8,JOHN,2024-01-01
,messi,Elec ,,-1,J0hn,2024-01-01
,Messi!!,Electronics,124.79,,,2024/13/01
,MESSI,,unknown,,John,2024/13/01
ORD1792, Messi ,Sports,unknown,4,J0hn,2024/13/01
ORD1793,,,419.97,,J0hn,
,,,27.53,-1,,2024-01-01
,MESSI,,,,john ,2024-01-01
ORD1796,Messi!!,Sports,204.77,-1,John,
1797, Messi ,,unknown,,John,
,,Electronics,unknown,6,john ,2024-01-01
,messi,,,,JOHN,2024/13/01
ORD1800, Messi ,,unknown,,J0hn,
,Messi,Elec ,58.83,7,john ,2024-01-01
,Messi!!,,unknown,-1,JOHN,2024/13/01
,,,493.21,2,J0hn,01/02/2024
ORD1804, Messi ,,,-1,JOHN,
ORD1805,Messi,Elec ,46.13,-1,JOHN,
,,,311.4,-1,,
1807,,Electronics,unknown,-1,John,01/02/2024
1808,MESSI,Elec ,,,John,
,Messi,Elec ,unknown,,,
1810,MESSI,Elec ,418.1,-1,,2024-01-01
ORD1811, Messi ,,489.99,2,John,2024/13/01
,MESSI,sports,,8,J0hn,2024/13/01
ORD1813,Messi!!,,,-1,JOHN,01/02/2024
,Messi!!,,,3,,
ORD1815, Messi ,sports,173.22,10,,
1816,MESSI,Electronics,,,,
,Messi!!,sports,,,John,
,,Elec ,,,john ,2024/13/01
1819,Messi!!,Sports,unknown,,JOHN,
ORD1820, Messi ,,unknown,,,2024-01-01
,MESSI,,unknown,-1,,2024-01-01
1822,,Sports,unknown,,John,
,messi,Elec ,99.88,,john ,2024-01-01
,Messi!!,,,,J0hn,
,Messi!!,Sports,,1,,
,,sports,unknown,-1,john ,01/02/2024
,Messi,,,3,,
,,Elec ,,4,,01/02/2024
1829,messi,sports,,,John,
ORD1830,messi,,87.72,,,
ORD1831,messi,Elec ,,,john ,2024/13/01
1832,MESSI,Elec ,,3,,
,messi,Electronics,,,john ,2024-01-01
,Messi!!,Elec ,unknown,,,01/02/2024
,MESSI,sports,,8,JOHN,
ORD1836, Messi ,Sports,,-1,JOHN,
ORD1837,messi,,,-1,john ,2024-01-01
1838,Messi,,456.95,,John,2024/13/01
,,,unknown,,john ,
1840,Messi!!,Elec ,32.21,,J0hn,
1841,messi,,unknown,10,John,2024-01-01
,messi,,,,,01/02/2024
, Messi ,Electronics,unknown,,John,
1844, Messi ,Electronics,,2,J0hn,01/02/2024
1845,Messi!!,,unknown,,JOHN,
,Messi!!,sports,,-1,,01/02/2024
,Messi,sports,206.37,5,J0hn,01/02/2024
,,sports,,-1,john ,01/02/2024
,Messi,,,-1,JOHN,2024-01-01
,MESSI,sports,306.56,-1,J0hn,2024/13/01
, Messi ,Sports,216.67,10,john ,2024-01-01
,messi,Elec ,,,,01/02/2024
,MESSI,sports,,,JOHN,2024/13/01
,Messi!!,sports,unknown,8,J0hn,2024/13/01
ORD1855,Messi,Elec ,,-1,JOHN,2024/13/01
, Messi ,sports,unknown,-1,,01/02/2024
1857,,,356.54,8,John,01/02/2024
,,sports,unknown,-1,J0hn,2024-01-01
ORD1859,Messi!!,Sports,,,John,2024-01-01
,Messi!!,Elec ,,9,john ,
ORD1861,Messi,Electronics,269.27,8,John,2024/13/01
1862, Messi ,Sports,,,,01/02/2024
, Messi ,,,-1,J0hn,2024-01-01
ORD1864,Messi,,unknown,-1,JOHN,2024-01-01
,,Electronics,,-1,JOHN,2024/13/01
,messi,Electronics,,,john ,2024/13/01
,Messi!!,sports,,10,john ,01/02/2024
,messi,Elec ,154.39,,JOHN,2024/13/01
,,,,7,,
1870,,,,,JOHN,2024/13/01
,Messi!!,Sports,unknown,,John,01/02/2024
ORD1872,,Electronics,unknown,,john ,2024/13/01
1873,Messi,,unknown,,,2024/13/01
ORD1874,messi,,,,J0hn,2024-01-01
,MESSI,,64.58,,J0hn,01/02/2024
ORD1876, Messi ,,,,JOHN,
ORD1877,messi,Electronics,,1,,01/02/2024
ORD1878,Messi,sports,295.57,1,J0hn,01/02/2024
ORD1879,,sports,33.94,,john ,2024/13/01
1880, Messi ,,,,JOHN,
,MESSI,Elec ,,,John,2024-01-01
,Messi,,14.75,3,john ,2024/13/01
ORD1883,Messi!!,sports,,,,
,,Elec ,167.68,,JOHN,
ORD1885,MESSI,Electronics,unknown,-1,JOHN,
,messi,sports,185.72,,J0hn,
ORD1887,MESSI,Elec ,,-1,J0hn,2024-01-01
1888, Messi ,Sports,,-1,J0hn,2024-01-01
, Messi ,Electronics,72.34,-1,J0hn,01/02/2024
,,sports,unknown,10,JOHN,2024-01-01
ORD1891,Messi!!,Elec ,,,JOHN,01/02/2024
1892,,,,2,J0hn,
,Messi!!,Sports,,,JOHN,2024/13/01
ORD1894,Messi,,unknown,7,John,
,MESSI,sports,,-1,,01/02/2024
ORD1896,,,,-1,J0hn,01/02/2024
ORD1897,,Sports,,1,JOHN,2024-01-01
1898,MESSI,,,,J0hn,2024-01-01
1899,Messi,Elec ,,,John,
, Messi ,,,,,
1901,Messi,,,,john ,2024/13/01
,Messi!!,sports,,-1,john ,2024-01-01
1903,MESSI,sports,,,JOHN,
,MESSI,Electronics,,,,01/02/2024
, Messi ,,unknown,,,
,Messi!!,,369.2,2,john ,2024/13/01
1907,MESSI,sports,230.05,,J0hn,2024/13/01
1908,,,unknown,2,john ,2024-01-01
,messi,,,,J0hn,
1910,MESSI,,,,,
1911,MESSI,,,,J0hn,
,MESSI,,270.66,,JOHN,
,Messi,,,3,John,2024-01-01
,messi,Electronics,unknown,-1,John,
1915,Messi!!,,441.24,,,2024-01-01
1916,MESSI,Elec ,,,john ,
ORD1917,Messi,,,7,,01/02/2024
,Messi,,,-1,,2024/13/01
ORD1919,,Electronics,,-1,John,
,Messi!!,,,8,,
,,Electronics,,,,
,messi,Electronics,,,John,
,messi,Elec ,,-1,J0hn,
1924,,Elec ,,-1,john ,2024-01-01
,Messi!!,Electronics,415.42,6,John,
, Messi ,Elec ,unknown,3,John,01/02/2024
,messi,Electronics,,-1,,
ORD1928,,,166.66,-1,john ,
,MESSI,Elec ,,,John,2024/13/01
,messi,Elec ,,,,2024-01-01
1931,,Electronics,unknown,9,john ,01/02/2024
ORD1932,Messi!!,Electronics,unknown,,John,2024/13/01
ORD1933,messi,,421.17,9,John,2024-01-01
1934,MESSI,Elec ,,,JOHN,01/02/2024
ORD1935,,Elec ,,-1,JOHN,01/02/2024
,Messi,Sports,,-1,J0hn,2024/13/01
,messi,,unknown,-1,john ,01/02/2024
ORD1938,,,309.45,,,
ORD1939,Messi,Electronics,243.79,,J0hn,2024/13/01
1940, Messi ,Sports,,,,2024/13/01
,,,,-1,,2024/13/01
ORD1942,Messi,Elec ,,,,2024-01-01
ORD1943,MESSI,,,,J0hn,
1944,Messi,,,,J0hn,
1945,,Sports,unknown,,,
ORD1946, Messi ,Electronics,,1,J0hn,
,messi,sports,,,JOHN,2024/13/01
1948, Messi ,Elec ,291.28,,john ,2024-01-01
1949,Messi,Elec ,,,,01/02/2024
1950,Messi!!,,unknown,4,JOHN,
1951,MESSI,Sports,unknown,7,,2024-01-01
ORD1952,MESSI,Elec ,,8,,01/02/2024
1953,messi,Electronics,,9,,2024/13/01
,,,,,,
ORD1955,messi,sports,493.52,,John,2024-01-01
ORD1956,,Sports,301.15,,john ,01/02/2024
1957,,,,10,,
1958,,Electronics,58.91,,,2024/13/01
1959,,sports,unknown,6,,01/02/2024
,Messi,Elec ,177.32,,john ,
,,sports,,,JOHN,2024/13/01
, Messi ,Elec ,,-1,,2024-01-01
,messi,Sports,unknown,-1,J0hn,01/02/2024
,,Electronics,,,,
ORD1965,Messi!!,,,-1,,
,messi,Sports,,,John,2024-01-01
,MESSI,Elec ,133.06,5,,
1968,Messi,,,1,J0hn,2024-01-01
, Messi ,Electronics,unknown,,,01/02/2024
,Messi,,unknown,-1,JOHN,2024-01-01
,MESSI,Electronics,,8,,
,,sports,153.95,10,J0hn,01/02/2024
ORD1973, Messi ,sports,unknown,,,2024/13/01
1974,MESSI,Sports,,,JOHN,01/02/2024
,,sports,unknown,-1,J0hn,
ORD1976,,,470.29,,JOHN,2024/13/01
1977,,,,-1,JOHN,
, Messi ,,332.05,,J0hn,2024/13/01
ORD1979,Messi!!,,193.12,-1,,01/02/2024
, Messi ,Electronics,262.67,5,,
1981,Messi!!,,unknown,,john ,2024-01-01
,,,,,,
,Messi!!,Electronics,,,,
,MESSI,Electronics,unknown,,john ,01/02/2024
,Messi,,,,,
1986,messi,Sports,,6,J0hn,01/02/2024
,,Sports,265.76,,John,2024/13/01
ORD1988,MESSI,Sports,unknown,,J0hn,2024/13/01
1989,Messi!!,Sports,,,John,
,MESSI,Electronics,,,John,
1991,Messi,Sports,,4,John,
, Messi ,sports,409.02,,J0hn,01/02/2024
, Messi ,Sports,483.69,,john ,2024/13/01
,,,unknown,6,J0hn,2024-01-01
,Messi,Electronics,238.69,,,01/02/2024
,Messi,Sports,unknown,,,
